crypto1,crypto2,HR,correlation,spread_mean,spread_std,categories
BNB,CTK,0.6298180766183095,0.9074058132257332,5.859777878390331,0.06588394008685705,bnbchain
GALA,CAKE,0.7478990318426579,0.8800147414131514,-4.162535881407794,0.1860985774396315,bnbchain
GALA,TWT,1.3566633593162765,0.7368688816903886,-3.7186251267355215,0.2648915490301122,bnbchain
GALA,MBOX,1.1791485248897646,0.9216312592280772,-2.350739615549178,0.15205648320473591,bnbchain
GALA,CTK,1.5677336768095116,0.9037043965484319,-2.8840355927356995,0.16776504053086908,bnbchain
GALA,MDX,2.079307665681216,0.8211202470798389,1.8421179413374078,0.2236394341345495,bnbchain
CAKE,C98,1.568818737482812,0.8765638276440706,3.3771391105861426,0.221895425828842,bnbchain
CAKE,TLM,1.447614359331448,0.9029318248744722,6.904807439658625,0.19815065100053314,bnbchain
CAKE,MDX,2.644703121355113,0.8876013579244323,7.674218460499735,0.2123641135080521,bnbchain
TWT,C98,0.6624058555668972,0.8017958345071237,1.1961912640203636,0.12718203766705133,bnbchain
TWT,MDX,1.0266581353875002,0.7464414341090485,2.775047835510623,0.1416226633342088,bnbchain
ONT,C98,0.5241057401375735,0.8507867671372932,-0.7118777705477838,0.08339428436989821,bnbchain
C98,CTK,0.9385299753189208,0.822895148685599,-1.24402142513159,0.14637007892549198,bnbchain
C98,TLM,0.8665152733820962,0.9673141103664733,2.00976121978982,0.06532407097770214,bnbchain
C98,MDX,1.4888977622508008,0.8943245034799514,2.2239453385984596,0.1152578650083657,bnbchain
MBOX,CTK,1.258801256373337,0.928373191363566,-0.48447645660779115,0.11382050490926467,bnbchain
CTK,TLM,0.6882993635304854,0.8763393533180606,2.4687283132650024,0.10879878312481797,bnbchain
CTK,MDX,1.1689616013254962,0.8008185865291007,2.602980477825485,0.13527326575594067,bnbchain
TLM,MDX,1.6688431824942254,0.8979548095948005,0.11789868697420723,0.12655716523341076,bnbchain
