crypto1,crypto2,HR,correlation,spread_mean,spread_std,categories
RSR,LTO,1.289462348118338,0.9534779406743252,-2.568308294535043,0.10096025513943056,RWA
COTI,UTK,1.0763880423463403,0.9462976400828118,-0.09760762887531257,0.0956721591202243,Payments
GRT,THETA,0.9006129698318956,0.78175077716082,-2.010490526461806,0.1624426677536438,AI
GRT,NMR,1.0394369637628043,0.6854396887747483,-4.966872505391371,0.18967445852933493,AI
THETA,RLC,0.9450882647495666,0.9185939571166489,-0.47716209862524134,0.08936146185756756,AI
THETA,NMR,1.1359745148681253,0.8629975332907597,-3.2334692719289895,0.11423540866982919,AI
THETA,PHB,0.7076201636869851,0.8861399482633042,0.01341427966853814,0.10478594915200902,AI
RLC,NMR,1.1060846155125652,0.8645260903513484,-2.6569826395846827,0.1104571121520224,AI
RLC,PHB,0.693367544601841,0.8933351272765119,0.5055365810653476,0.09876568405634573,AI
NMR,PHB,0.5578090205038075,0.9194893065180277,2.8423096112445196,0.06752910670592137,AI
MATIC,ATOM,1.2125867857134425,0.9488204586592061,-2.970308740427745,0.08849549400002336,Layer1_Layer2
ETC,ATOM,0.5114421592733194,0.8895108166147895,1.7589410372951888,0.05760207415078303,Layer1_Layer2
AXS,SAND,0.9050195458515408,0.9768609611551903,2.582357954628335,0.059096260531117294,Metaverse
AXS,MANA,0.9149989352539645,0.9648850474232085,2.642281215779427,0.07257948754539995,Metaverse
AXS,ALICE,0.8642836413382224,0.9676467995552289,1.7797984450655886,0.06971584192168748,Metaverse
AXS,TLM,0.9017540818493849,0.938504524743623,5.73071344723538,0.09540129526207967,Metaverse
AXS,BURGER,0.9618256775516348,0.9590709529940545,2.630007618879776,0.07824204257249451,Metaverse
SAND,MANA,0.9975029504527697,0.9745281338724058,0.05524121162974733,0.06688613799406247,Metaverse
SAND,MBOX,0.9221428129587695,0.9469156069604925,0.22119798131799154,0.09588067150563662,Metaverse
SAND,ALICE,0.9419903768020642,0.9770847668842362,-0.8849790696347264,0.06348174562259283,Metaverse
SAND,TLM,0.966722234558575,0.932127168051238,3.3527323887397418,0.10800401846455678,Metaverse
SAND,BURGER,1.03039990744437,0.9518869801643866,0.028083928852813026,0.09139716346247095,Metaverse
MANA,SLP,0.8870287869439647,0.9116808010191112,4.640654903326936,0.11972628809595066,Metaverse
MANA,MBOX,0.8598404470074276,0.90375511212171,0.09804653569329042,0.12472360203680935,Metaverse
MANA,ALICE,0.9058652965747954,0.9617655265986815,-0.9372216136113706,0.07980045616948796,Metaverse
MANA,TLM,0.9627635153836275,0.9501953271898818,3.278648600510081,0.09080889050948159,Metaverse
MANA,BURGER,0.9885479503990807,0.9347535499461036,-0.06094760604563037,0.10352507121894236,Metaverse
SLP,BURGER,0.9824026059129078,0.9038238435204925,-5.400614232174051,0.12814641247009967,Metaverse
MBOX,ALICE,0.9461981771357724,0.9557730809587381,-1.1890960008840836,0.09007198624845575,Metaverse
MBOX,BURGER,1.0484750410617456,0.9432451554694149,-0.26172917725071865,0.10170737146668356,Metaverse
ALICE,TLM,1.0424683271368824,0.969059740592242,4.567553770410721,0.07635742489827417,Metaverse
ALICE,BURGER,1.090369578951327,0.9711079858077026,0.9666466518291797,0.07382508752924989,Metaverse
